name,jurisdiction code,Display community,address,lat,lng,Additional description,id,Notes,Check / manual updates for launch
P2010 - 250 Blk League line Rd,BCO,Bastrop County,"250 League Line Rd, Smithville, TX 78957",30.07605,-97.068138,,772,,
P2011 - Zack Rd,BCO,Bastrop County,"292 Zack Ln, Smithville, TX 78957",30.056141,-97.042831,,773,,
P2012 - Center Union Rd.,BCO,Bastrop County,"200 Center Union Rd, Smithville, TX 78957",30.040739,-97.060402,,774,,
P2013 - Krchnak Rd.,BCO,Bastrop County,"459 Krchnak Rd, Smithville, TX 78957",30.0508,-97.07489,,775,,
P2014 - Barton Oak Rd.,BCO,Bastrop County,"210 Barton Oaks Dr, Smithville, TX 78957",29.95023,-97.138802,,776,,
P2015 - Vyvjala Rd.,BCO,Bastrop County,"300 Vyvjala Rd., Smithville, TX 78957",29.94005,-97.200989,,777,,
P2016 - Patterson Rd.,BCO,Bastrop County,"300 Patterson Rd., Smithville, TX 78957",29.921841,-97.23922,,778,,
P2017 - Patterson Rd.,BCO,Bastrop County,"500 Patterson Rd., Smithville, TX 78957",29.90966,-97.239449,at Hickory Creek,779,,
P2018 - Patterson Rd.,BCO,Bastrop County,"1600 Patterson Rd., Smithville, TX 78957",29.862989,-97.269234,,780,,
P2019 - Henry Ln.,BCO,Bastrop County,"200 Henry Ln, Rosanky, TX 78953",29.844379,-97.315308,,781,,
P2020 - McReynolds Rd.,BCO,Bastrop County,"450 McReynolds Rd., Rosanky, TX 78953",29.927019,-97.356071,,782,,
P2021 - McReynolds Rd.,BCO,Bastrop County,"300 McReynolds Rd., Rosanky, TX 78953",29.91769,-97.349197,,783,Road is open but damaged,Convert to Caution status
Johns Rd,BCO,Bastrop County,"280 John's Rd, Smithville, TX 78957",29.98064,-97.284241,County Rd 284,784,,
P2023 - Hidden Shore Loop,BCO,Bastrop County,"205 Hidden Shores Loop, Smithville, TX 78957",30.04944,-97.20118,,785,,
P2024 - O Grady Rd,BCO,Bastrop County,"255 O'Grady Rd, Smithville, TX 78957",30.07065,-97.199753,,786,,<< found the point that was in China! just needed the (-) in the GPS coords
P3001 - Wilhelm Way ,BCO,Bastrop County,"300 Wilhelm Way, Red Rock, TX 78662",29.970921,-97.368439,,787,,
P3002 - Watterson Rd.,BCO,Bastrop County,"1250 Watterson Rd, Red Rock, TX 78662",29.97965,-97.37867,near intersection w/ Wilhelm Way,788,,
P3003 - Watterson Rd. /Possum Way,BCO,Bastrop County,"900 Watterson Rd, Red Rock, TX 78602",29.9998,-97.365471,at Possum Way,789,,
P3004 - Watterson Rd.,BCO,Bastrop County,"674 Watterson Rd, Red Rock, TX 78602",30.014771,-97.355232,near intersection w/ Willy Rd,790,,
P3005 - Watterson Rd.,BCO,Bastrop County,"350 Watterson Rd, Red Rock, TX 78602",30.028339,-97.340431,@ Cedar Creek,791,,
P3006 - Glass Ln,BCO,Bastrop County,"317 Glass Lane, Bastrop, TX 78602",30.0208,-97.329071,,792,,
P3007 - Lee Rd.,BCO,Bastrop County,"613 Lee Rd, Bastrop, TX 78602",29.99102,-97.383202,,793,,
P3008 - Watterson School Rd.,BCO,Bastrop County,"362 Watterson School Rd, Red Rock, TX 78662",29.98814,-97.403709,,794,,
P3009 - Lee Rd.,BCO,Bastrop County,"525 Lee Rd, Bastrop, TX 78602",29.995131,-97.386101,,795,,
P3010 - Lower Red Rock Rd.,BCO,Bastrop County,"919 Lower Red Rock Rd., Bastrop, TX 78602",30.02825,-97.378906,,796,,
P3011 - Lower Red Rock Rd.,BCO,Bastrop County,"500 Lower Red Rock Rd., Bastrop, TX 78602",30.057091,-97.371429,,797,,
Lone Star Rd,BCO,Bastrop County,"400 Lone Star Rd, Bastrop, TX 78602",30.042351,-97.402077,,798,,
P3013 - Lower Red Rock Rd.,BCO,Bastrop County,"110 Lower Red Rock Rd., Bastrop, TX 78602",30.02284,-97.384911,,799,,
P3014 - Lower Red Rock Rd.,BCO,Bastrop County,"1110 Lower Red Rock Rd., Bastrop, TX 78602",30.02429,-97.389847,,800,,
P3015 - Lower Red Rock Rd.,BCO,Bastrop County,"1300 Lower Red Rock Rd., Bastrop, TX 78602",30.017309,-97.401161,,801,,
P3016 - Lower Red Rock Rd.,BCO,Bastrop County,"1550 Lower Red Rock Rd., Bastrop, TX 78602",30.00198,-97.412987,,802,,
P3017 - Lehman Ln,BCO,Bastrop County,"300 Lehman Ln, Bastrop, TX 78602",30.009251,-97.420563,,803,,
P3018 - Pleasant Chapel Rd,BCO,Bastrop County,"270 Pleasant Chapel Rd, Cedar Creek, TX 78612",30.03093,-97.431862,,804,,
P3019 - Earl Callahan Rd,BCO,Bastrop County,"400 Earl Callahan Rd, Cedar Creek, TX 78612",30.065701,-97.438698,,805,,
P3020 - N Cedar Creek Dr.,BCO,Bastrop County,"100 N Cedar Creek Dr, Cedar Creek, TX 78612",30.065929,-97.483467,,806,,
P3021 - Mt. Pleasant Rd.,BCO,Bastrop County,"600 Mt Pleasant Rd, Cedar Creek, TX 78612",30.032209,-97.503822,,807,,
P3022 - John Craft Rd.,BCO,Bastrop County,"200 John Craft Rd, Red Rock, TX 78662",29.95764,-97.38443,,808,,
P3023 - Watterson Rd,BCO,Bastrop County,"1750 Watterson Rd, Red Rock, TX 78662",29.95488,-97.398422,at Bridge,809,,
P3024 - Goertz Rd. / Watterson Rd,BCO,Bastrop County,"400 Goertz Rd., Red Rock, TX 78662",29.970671,-97.42926,at Watterson Rd,810,,
P3025 - Goertz Rd ,BCO,Bastrop County,"300 Goertz Rd., Red Rock, TX 78662",29.97324,-97.433632,,811,,
P3026 - Sand Hills Rd.,BCO,Bastrop County,"100 Sand Hills Rd, Red Rock, TX 78662",29.956791,-97.443336,,812,,
P3027 - Sand Hills Rd.,BCO,Bastrop County,"600 Sand Hills Rd, Red Rock, TX 78662",29.939159,-97.408028,,813,,
P3028 - Klaus Ln,BCO,Bastrop County,"200 Klaus Ln, Red Rock, TX 78662",29.929939,-97.432663,@ Lower Elm Creek,814,,
P3029 - Pettytown Rd.,BCO,Bastrop County,"500 Pettytown Rd, Lockhart, TX 78644",29.93409,-97.44381,,815,,
P3030 - Pettytown Rd.,BCO,Bastrop County,"825 Pettytown Rd, Lockhart, TX 78644",29.912729,-97.456734,,816,,
P3031 - Bateman Rd.,BCO,Bastrop County,"300 Bateman Rd., Red Rock, TX 78662",29.946751,-97.466217,,817,,
P3032 - Alexander Rd.,BCO,Bastrop County,"100 Alexander Rd, Red Rock, TX 78662",29.960199,-97.474892,,818,,
P3033 - Wilson Rd.,BCO,Bastrop County,"200 Wilson Rd, Red Rock, TX 78662",29.9618,-97.473328,,819,,
P3034 - Boyd Rd.,BCO,Bastrop County,"100 Boyd Rd, Red Rock, TX 78662",29.985609,-97.49675,,820,,
P3035 - Boyd Rd.,BCO,Bastrop County,"400 Boyd Rd, Red Rock, TX 78662",29.97143,-97.512878,,821,,
P3036 - Hollow Rd.,BCO,Bastrop County,"200 Hollow Rd, Red Rock, TX 78662",29.991619,-97.49221,,822,,
P3037 - High Grove Rd.,BCO,Bastrop County,"575 High Grove Rd, Cedar Creek, TX 78612",30.0103,-97.478378,,823,,
P3038 - High Grove Rd.,BCO,Bastrop County,"300 High Grove Rd, Cedar Creek, TX 78612",30.02281,-97.468384,,824,,
P3039 - Artesian Rd.,BCO,Bastrop County,"100 Artesian Rd, Cedar Creek, TX 78612",30.0163,-97.533348,,825,,
P3040 - Rianna Woods Dr.,BCO,Bastrop County,"150 Rianna Woods Dr, Dale, TX 78616",30.00519,-97.570396,,826,,
P3041 - Blue Jay Rd.,BCO,Bastrop County,"200 Blue Jay Rd, Dale, TX 78616",30.003019,-97.559219,,827,,
P3042 - Watts Ln.,BCO,Bastrop County,"1600 Watts Ln, Cedar Creek, TX 78612",30.08292,-97.53553,,828,,
P3043 - Legend Oaks Dr.,BCO,Bastrop County,"200 Legend Oaks Dr, Dale, TX 78616",30.06827,-97.59903,,829,,
P3044 - Caldwell Rd.,BCO,Bastrop County,"150 Caldwell Rd, Dale, TX 78616",30.054649,-97.618813,,830,,
P3045 - McDowell Rd.,BCO,Bastrop County,"140 McDowell Rd, Del Valle, TX 78617",30.097561,-97.578369,,831,,
P3046 - Jacobson Rd.,BCO,Bastrop County,"197 Jacobson Rd, Del Valle, TX 78617",30.11647,-97.590134,,832,,
P3047 - Privada Rd,BCO,Bastrop County,"134 Privada Rd, Del Valle, TX 78617",30.108709,-97.570686,,833,,
P3048 - Reeves Ln,BCO,Bastrop County,"158 Reeves Ln, Cedar Creek, TX 78617",30.112391,-97.54113,,834,,
P3049 - Shady Oaks Loop,BCO,Bastrop County,"215 Shady Oaks Loop, Cedar Creek, TX 78612",30.099409,-97.530983,,835,,
P3050 - Thousand Oaks Dr,BCO,Bastrop County,"100 Thousand Oaks Dr, Cedar Creek, TX 78612",30.106079,-97.511833,,836,,
P3051 - Jenkins Rd,BCO,Bastrop County,"300 Jenkins Rd, Cedar Creek, TX 78612",30.107201,-97.494537,,837,,
P3052 - Pope Bend South,BCO,Bastrop County,"400 Pope Bend South, Cedar Creek, TX 78612",30.12546,-97.478432,,838,,
P3053 - Simpson Ave.,BCO,Bastrop County,"170 Simpson Ave, Cedar Creek, TX 78612",30.12892,-97.480377,,839,,
P3054 - Cedar Ln,BCO,Bastrop County,"323 Cedar Ln, Cedar Creek, TX 78612",30.127621,-97.46994,,840,,
P3055 - Tuck St,BCO,Bastrop County,"171 Tuck St, Cedar Creek, TX 78612",30.12088,-97.470108,,841,,
P3056 - Lake View Dr,BCO,Bastrop County,"248 Lake View Dr, Cedar Creek, TX 78612",30.11911,-97.469452,,842,,
P3057 - Marjess Dr.,BCO,Bastrop County,"150 Marjess Dr, Cedar Creek, TX 78612",30.11125,-97.462334,,843,,
P3058 - Leisure Ln,BCO,Bastrop County,"639 Leisure Ln, Cedar Creek, TX 78612",30.13228,-97.466087,,844,,
P3059 - Stoney Brook,BCO,Bastrop County,"139 Stoney Brook, Cedar Creek, TX 78612",30.128151,-97.449188,,845,,
P3060 - Leisure Ln.,BCO,Bastrop County,"363 Leisure Ln, Cedar Creek, TX 78612",30.123039,-97.44606,,846,,
P3061 - Shiloh Rd.,BCO,Bastrop County,"1150 Shiloh Rd, Cedar Creek, TX 78612",30.095131,-97.439507,,847,,
P3062 - Mt. Olive Rd.,BCO,Bastrop County,"398 Mt Olive Rd, Cedar Creek, TX 78612",30.100849,-97.441528,,848,,
P4001 - Monkey Rd,BCO,Bastrop County,"576 Monkey Rd, Elgin, TX 78621",30.326191,-97.417313,,849,,
P4002 - North Gates on Upper Elgin River Road @ Willbarger,BCO,Bastrop County,"1134 Upper Elgin River Rd, Elgin, TX 78621",30.28779,-97.438942,,850,,
P4003 - 1685 Upper Elgin River Rd,BCO,Bastrop County,"1685 Upper Elgin River Rd, Elgin, TX 78621",30.25691,-97.441978,,851,,
P4004 - 1831 Upper Elgin River Rd,BCO,Bastrop County,"1831 Upper Elgin River Rd, Elgin, TX 78621",30.248369,-97.447441,,852,,
P4005 - Dry Willow Rd / Elbow Bend Rd.,BCO,Bastrop County,"192 Dry Willow Rd, Elgin, TX 78621",30.246441,-97.44429,,853,,
P4006 - Watersedge Terrace Dr.,BCO,Bastrop County,"123 Watersedge Terrace Dr., Elgin, TX 78621",30.21368,-97.481857,,854,,
P4007 - 209 Old Sayers Rd,BCO,Bastrop County,"209 Old Sayers Rd, Elgin, TX 78621",30.32074,-97.365662,,855,,
P4008 - Beaver Rd,BCO,Bastrop County,"197 Beaver Rd, Elgin, TX 78621",30.30175,-97.37719,,856,Roadway is open but damaged,Convert to Caution status
P4009 - Arbuckle Rd,BCO,Bastrop County,"175 Arbuckle Rd, Elgin, TX 78621",30.287029,97.380966,,857,,
P4010 - 1333 Old Sayers Rd,BCO,Bastrop County,"1333 Old Sayers Rd, Elgin, TX 78621",30.252769,-97.350853,,858,,
P4011 - 1800 Old Sayers Rd,BCO,Bastrop County,"1800 Old Sayers Rd, Elgin, TX 78621",30.233141,-97.329559,,859,,
P4012 -  Marlin Rd. / Paint Creek,BCO,Bastrop County,"299 Marlin Rd, McDade, TX 78650",30.29125,-97.223778,,860,,
Marlin St,BCO,Bastrop County,"755 Marlin St, McDade, TX 78650",30.297279,-97.197731,,861,,
P4014 - Paint Creek Rd,BCO,Bastrop County,"1084 Paint Creek Rd, Paige, TX 78659",30.280331,-97.161926,,862,,
Stockade Ranch Rd,BCO,Bastrop County,"1300 Stockade Ranch Rd, Paige, TX 78659",30.287149,-97.15789,,863,,
P4016 - 270 Stockade Ranch Rd,BCO,Bastrop County,"270 Stockade Ranch Rd, Paige, TX 78659",30.22871,-97.119392,,864,,
P4017 - Longhorn Trail,BCO,Bastrop County,"181 Longhorn Trail, Paige, TX 78659",30.259159,-97.114113,,865,,
P4018 - Longhorn Trail ,BCO,Bastrop County,"292 Longhorn Trail, Paige, TX 78659",30.26951,-97.11808,,866,,
P4019 - Lee County Rd.,BCO,Bastrop County,"214 Lee County Rd, Paige, TX 78659",30.270861,-97.107979,,867,,
P4020 - Edgewood Trail,BCO,Bastrop County,"290 Edgewood Trail, Paige, TX 78659",30.246771,-97.099297,,868,,
P4021 - Lincoln Lake Rd,BCO,Bastrop County,"209 Lincoln Lake Rd, Paige, TX 78659",30.23698,-97.08577,,869,Crossing is open but very muddy,Convert to Caution status
COB1001 - Riverwood Drive,BCO,Bastrop County,"217 Riverwood Drive, Bastrop, TX 78602",30.120541,-97.32901,0.2 Miles West of Carter,870,,
COB1002 - Fishermans Park Willow St,BCO,Bastrop County,"1473 Willow St, Bastrop, TX 78602",30.11484,-97.325172,Willow and Cedar going to Fishermans Park,871,,
COB1003 - Fishermans Park Farm Street,BCO,Bastrop County,"500 Farm St, Bastrop, TX 78602",30.11261,-97.321907,Farm St near Wilson going to Fishermans Park,872,,
COB1004 - Fishermans Park Boat Ramp Area,BCO,Bastrop County,"1200 Willow St, Bastrop, TX 78602",30.111919,-97.325073,Fishermans Park Boat Ramp Area,873,,
COE1001 - Hwy 290 and 1880 County Line Road,BCO,Bastrop County,"18800 Highway 290 E, Elgin, TX 78621",30.352619,-97.411682,,874,Road may flood rapidly,Convert to Caution status
COE1002 - Hwy 290 at 800 Martin Luther King Blvd,BCO,Bastrop County,"800 Martin Luther King Blvd, Elgin, TX 78621",30.33559,-97.362091,,875,,
COE1003 - \Q.S. Goins Ln.,BCO,Bastrop County,"100 Q.S. Goins Ln, Elgin, TX 78621",30.3528,-97.361588,,876,,
COE1004 - N Avenue C,BCO,Bastrop County,"907 N Avenue C, Elgin, TX 78621",30.352461,-97.37722,,877,,
COE1005 - West Brenham St in the 600 block,BCO,Bastrop County,"600 West Brenham St, Elgin, TX 78621",30.342939,-97.376389,,878,Road may flood rapidly,Convert to Caution status
COS1001 - Old Upton Rd & Uptown Dr,BCO,Bastrop County,"1501 Pecan Shores Dr, Smithville, TX 78957",30.01469,-97.170128,,879,,
COS1002 - Loop 230 River Bridge Boat Ramp,BCO,Bastrop County,"569 TX-230 TX Loop, Smithville, TX 78957",30.01755,-97.160187,,880,,
COS1003 - The drive at Riverbend Park,BCO,Bastrop County,"107 TX-71, Smithville, TX 78957",30.01865,-97.145233,,881,,
COS1004 - Loop Around at Riverbend Park Under 71,BCO,Bastrop County,"Riverbend Park @ TX-71, Smithville, TX 78957",30.017929,-97.148682,,882,,
P4022 Arbuckle at the Bridge,BCO,Bastrop County,"145 Arbuckle Rd, Elgin, TX 78621",30.287445,-97.381363,,886,,
TX1001 Park Road 1C at Alum Creek,BCO,Bastrop County,"Park Road 1C at Alum Creek, Smithville, TX 78957",30.096329,-97.220116,Buescher State Park,888,,
P4023 - Raccoon Rd Crossing,BCO,Bastrop County,"130 Raccoon Rd, Elgin, TX 78621",30.366083,-97.307426,100 Yard of Old Lexington Rd,891,,
COB1005 Jasper and MLK,BCO,Bastrop County,"300 Martin Luther King Dr, Bastrop, TX 78602",30.103134,-97.311081,,894,,
WCID1001 - Kokomo,BCO,Bastrop County,"100 Kokomo, Bastrop, TX 78602",30.090548,-97.327065,,895,,
TX1003 - FM 535 / AJ Rod Road,BCO,Bastrop County,"100 AJ Rod Road, Smithville, TX 78957",29.972275,-97.197372,,899,,
TX1004 - FM 153 @ Park Rd 1C,BCO,Bastrop County,"187 Park Rd 1C, Smithville, TC 78957",30.038132,-97.15831,Buescher State Park,905,,
P2026 - Kovar Rd,BCO,Bastrop County," 400 Kovar Rd, Smithville, TX 78957",29.936741,-97.220016,South of Vyvjalla,906,,
TX1005 - 1600 FM 2104,BCO,Bastrop County,"1600 FM 2104, Paige, TX 78659",30.14747,-97.078934,,907,,
P2027 - Hector Rd / Gravelly Creek,BCO,Bastrop County,"300 Hector Rd, Smithville, TX 78957",30.057676,-97.090775,,908,,
P2028 - 400 Old Lake Rd,BCO,Bastrop County,"400 Old Lake Rd, Smithville, TX 78957",29.98201,-97.134331,,909,,
Farris Ln,BCO,Bastrop County,"300 Farris Ln, Smithville, TX 78957",29.988424,-97.283272,,910,,
P2030 - Pine Valley Loop ,BCO,Bastrop County,"789 Pine Valley Loop, Smithville, TX 78957",29.960033,-97.315735,at Foster Lake Overflow,911,,
P2033 - Serbin Rd,BCO,Bastrop County,"400 Serbin Rd, Smithville, TX 78957",30.064812,-97.03701, at Long Prarie Branch Creek,914,,
COS1005 - Woodress St,BCO,Bastrop County,"1900 Woodress St, Smithville, TX 78757",29.995094,-97.134933,,915,,
TX1019 - FM 535 @ Watterson Road,BCO,Bastrop County,"3299 FM 535, Red Rock, TX 78662",29.97106,-97.384438,,916,,
P2034 - Barton Creek at Zapalac Rd,BCO,Bastrop County,"500 Zapalac Rd, Smithville, TX 78957",29.945227,-97.14534,,917,,
P2035 - Karisch Rd at Pin Oak Creek,BCO,Bastrop County,"100 Karisch Rd, Smithville, TX 78957",30.028528,-97.068565,,918,,
P4024 - Pleasant Grove RV Park & Camp,BCO,Bastrop County,"568 Pleasant Grove Rd, Elgin, TX 78621",30.383915,-97.327621,,927,,
COE1006 - Kennedy,BCO,Bastrop County,"200 Kennedy St, Elgin, TX 78621",30.343157,-97.375458,,928,,
COE1007 - East 1st @ Avenue G,BCO,Bastrop County,"408 E 1st St, Elgin, TX 78621",30.349821,-97.366875,,929,,
TX1006 - FM 3000,BCO,Bastrop County,"100 Mundine Rd, Elgin, TX 78621",30.362949,-97.32119,,930,,?? can 930 & 931 be meged?
P4025 - Mundine Road,BCO,Bastrop County,"124 Mundine Rd, Elgin, TX 78621",30.361727,-97.320808,,931,,?? can 930 & 931 be meged?
P4026 - Pleasant Grove Loop off FM 3000,BCO,Bastrop County,"Pleasant Grove Loop at FM 3000, Elgin, TX 78621",30.363451,-97.32061,,933,,
TX1007 - FM 696 @ Big Sandy Creek,BCO,Bastrop County,"300 FM 696 Elgin, TX 78621",30.321651,-97.290596,,935,,
P4027 - McDade Road @ Big Sandy Creek,BCO,Bastrop County,"138 McDade Rd, Elgin, TX 78621",30.312466,-97.291664,,938,,
P4028 - Lower Elgin Rd @ Wilbarger Creek,BCO,Bastrop County,"1100 Lower Elgin Rd, Elgin, TX 78621",30.222675,-97.409508,,941,,
P4029 - Upper Elgin River Rd @ Willbarger Creek,BCO,Bastrop County,"2000 Upper Elgin River Rd, Elgin, TX 78621",30.281666,-97.441185,South gates,942,,
P2036 -Gonzales St @ Hwy 21 W,BCO,Bastrop County,"200 Gonzales St, Paige, TX 78659",30.217197,-97.113991,,944,,
P2037 - N Main @ Hwy 21 W,BCO,Bastrop County,"200 Main St, Paige, TX 78659",30.217411,-97.112526,,945,,
TX1008 - RR Bridge @ Hwy 21 W,BCO,Bastrop County,"2600 TX-21, Paige, TX 78659",30.216251,-97.12513,,946,,
TX1009 - Hwy 21 near Orts Lane,BCO,Bastrop County,"Orts Lane & TX-21, Paige, TX 78659",30.22744,-97.084602,,948,,
P2039 - August-Anna Rd @ Hwy 21,BCO,Bastrop County,"158 August-Anna Rd, Paige, TX 78659",30.227921,-97.074516,,950,,
TX1010 - FM 2104 @ Turner Creek,BCO,Bastrop County,"300 FM 2104, Paige, TX 78659",30.189865,-97.098907,,951,Road is open but damaged,
P2040 - Old Pin Oak @ Long Branch,BCO,Bastrop County,"843 Old Pin Oak Rd, Paige, TX 78659",30.165682,-97.131683,,952,,
P2041 - 200 Lois Ln,BCO,Bastrop County,"200 Lois Ln, Paige, TX 78659",30.164679,-97.139793,,953,,
P2042 - 200 Kinsey,BCO,Bastrop County,"200 Kinsey, Paige, TX 78659",30.161934,-97.191849,,954,,
P4030 - Littig near Central Ave,BCO,Bastrop County,"101 LIttig Rd, Elgin, TX 78621",30.342543,-97.390938,,956,,
P4031 - Pleasant Grove at Roemer Rd,BCO,Bastrop County,"600 Roemer Rd, Elgin, TX 78621",30.373798,-97.334602,,957,,
P4032- Old McDade at Pistol Hill Ln,BCO,Bastrop County,"914 Old McDade Rd, Elgin, TX 78621",30.343025,-97.356964,,958,,
COE1008 - Old McDade at East Alamo,BCO,Bastrop County,"601 Old McDade Rd, Elgin, TX 78621",30.345583,-97.362442,,959,,
TX1011 - US 290 @ FM 1704,BCO,Bastrop County,"800 FM 1704, Elgin, TX 78621",30.33629,-97.366959,,960,,
COE1009 - Monterrey @ Monterrey Cove,BCO,Bastrop County,"200 Monterrey Cove, Elgin, TX 78621",30.335878,-97.370682,,961,,
P2043 - 200 Blk Frerich Rd near Nink Rd,BCO,Bastrop County,"200 Frerich Rd, Smithville, TX 78957",30.133135,-97.098808,,964,,
P2044 - 200 Mustang Dr,BCO,Bastrop County,"200 Mustang Dr, Paige, TX 78659",30.151155,-97.203239,at Alum Creek,965,,
P4033 - 500 Mundine Road,BCO,Bastrop County,"500 Mundine Rd, Elgin, TX 78621",30.346506,-97.291496,,967,,
P2045 - Antioch @ Rabbs Creek,BCO,Bastrop County,"1300 Co Rd 153, Paige, TX 78659",30.174931,-97.139549,,968,,
TX1012 - 2104 @ Old Pin Oak Creek,BCO,Bastrop County,"FM2104 and Circle Rd, Smithville, TX 78957",30.081264,-97.087181,,969,Road is open but damaged,
TX1013 - FM 812 @ County Line,BCO,Bastrop County,"16112 FM812, Del Valle, TX 78617",30.102629,-97.60965,,1020,,
P4034 - 2100 Blk Upper Elgin River Rd,BCO,Bastrop County," 2100 Upper Elgin River Rd, Elgin, TX 78621",30.227066,-97.461067,,1023,,
TX1018 - FM 1704 @ Youngs Prairie,BCO,Bastrop County,"1856 FM 1704, Elgin, TX 78621",30.289129,-97.396027,,1026,,
P4035 - 30070 N. County Line Rd.,BCO,Bastrop County,"30070 County Line Rd, Elgin, TX, 78621",30.418858,-97.369957,,1034,,
P2055 - 200 blk Hofferek Rd,BCO,Bastrop County,"200 Hofferek Rd, Rosanky, TX 78953",29.91787,-97.313454,,1054,,
P2047 - 500 Blk St. Delight Rd,BCO,Bastrop County,"500 St. Delight Rd, Paige, TX 78659",30.178963,-97.110825,,1072,,
TX1014 - Hwy 535 East of Meduna,BCO,Bastrop County,"FM 535 East and Meduna Rd, Smithville, TX 78957",29.934404,-97.258881,East of Meduna,1087,,
P2048 - 300 Block of Pine Valley,BCO,Bastrop County,"300 Pine Valley Loop, Smithville, TX 78957",29.949093,-97.308968,FM 270,1099,,
P4036 - Comanche Trl @ FM 969,BCO,Bastrop County,"171 Co Rd 127, Elgin, TX 78621",30.226383,-97.464035,just N of FM 969,1100,,
P2049 - 100 Blk Kellar Rd,BCO,Bastrop County,"100 Kellar Rd, Smithville, TX 78957",30.051336,-97.188866,,1102,,
TX1015 - 1704 Bridge at Wilbarger Creek,BCO,Bastrop County,"2900 FM 1704, Elgin, TX 78621",30.232073,-97.432655,,1153,,
TX1017 - FM 2571 @ Wolf Creek,BCO,Bastrop County,"FM 2571 and Rutherford Ln, Smithville, TX 78957",30.020525,-97.220116,just W of Rutherford Ln,1165,Roadway open but damaged,
Easley Rd @ Little Piney Creek ,BCO,Bastrop County,"300 Easley Rd, Smithville, TX 78957",29.963112,-97.279053,,1168,,
P2050 100 Blk Peace Haven Ln,BCO,Bastrop County,"100 Peace Haven Ln, Bastrop, TX, 78602",30.096045,-97.257645,,1170,Roadway is open but damaged,
P2052 - 480 Blk Kelley Rd E,BCO,Bastrop County,"480 Kelley Rd E, Bastrop, TX 78602",30.150024,-97.235573,,1172,,
P4037 - Paint Creek and Railroad Track Rd,BCO,Bastrop County,"Paint Creek S Rd and Railroad Track Rd, Paige, TX 78659",30.218374,-97.142967,,1173,,
P4038 - Lincoln Lake Subdivision,BCO,Bastrop County,"300 Lincoln Lake Rd, Paige, TX 78659",30.249611,-97.091125,,1174,,
P1017 - Shiloh Rd at S Fitzwilliams Ln,BCO,Bastrop County,"Shiloh Rd & S Fitzwilliams Ln, Bastrop, TX 78602",30.092052,-97.358566,,1177,Roadway is damaged,
P2054 - KLBJ Rd 65-278 Blk ,BCO,Bastrop County,"65 KLBJ Rd, Smithville, TX 78957",30.038326,-97.158798,Buescher State Park entrance,1188,,
P2055 - KLBJ Rd 65-278 Blk,BCO,Bastrop County,"240 KLBJ Rd, Smithville, TX 78957",30.041939,-97.16803,,1189,,
P2056 - Alum Creek Rd @ Gotier Trace,BCO,Bastrop County,"560 Alum Creek Rd, Smithville, TX 78957",30.099607,-97.220306,,1190,,
P2059 - Meduna Rd North of High Crossing Rd,BCO,Bastrop County,"142 Co Rd 306, Smithville, TX 78957",29.927925,-97.25,,1191,,
900 Blk of Nink Road,BCO,Bastrop County,"900 Nink Road, Smithville, TX 78957",30.120358,-97.100548,,1197,,
P2060 - 1000 Blk Saint Delight Rd,BCO,Bastrop County,"1020 St Delight Rd, Paige, TX 78659",30.145144,-97.113388,,1200,Roadway is very rough,
P3063 Sand Hills @ Sandy Creek,BCO,Bastrop County,"1117 Co Rd 245, Rosanky, TX 78953",29.93049,-97.3787,,1339,,
TX1018 Park Road 1A @ Copperas Creek,BCO,Bastrop County,"Park Road 1A, Bastrop, TX 78602",30.100201,-97.272743,Bastrop State Park,1476,,
TX1020 Hwy 71 at Berdoll,BCO,Bastrop County,"2600 Hwy 71 W, Cedar Creek, TX 78612",30.166477,-97.511711,,1556,,
TX1021 1704 at 969,BCO,Bastrop County,"FM 969 & FM 1704, Elgin, TX 78621",30.211784,-97.445938,,1561,,
TX1022 1704 @ VFW,BCO,Bastrop County,"800 FM 1704 Elgin, TX 78621",30.335829,-97.367043,,1563,,
COE1010 Williams St,BCO,Bastrop County,"400 Williams St, Elgin, TX 78621",30.343109,-97.374283,,1565,,
TX1023 200 Blk Hwy 95,BCO,Bastrop County,"115 TX-95, Elgin, TX 78621",30.333887,-97.361771,,1569,,
P4040 Lower Elgin @ 969,BCO,Bastrop County,"1527 Co Rd 55, Elgin, TX 78621",30.196119,-97.42704,,1570,,
P3064 S Pope Bend @ Lois Ln,BCO,Bastrop County,"103 Lois Ln, Cedar Creek, TX 78612",30.135187,-97.478523,,1571,,
TX1024 1209 @ Bluebonnet Elem,BCO,Bastrop County,"458 FM1209, Bastrop, TX 78602",30.133759,-97.428055,,1574,,
TX1025 812 @ Hwy 21,BCO,Bastrop County,"15000 FM812, Del Valle, TX 78617",30.071671,-97.572433,,1576,,
TX1026 Hwy 21 @ Mt. Olive,BCO,Bastrop County,"141 TX-21, Bastrop, TX 78602",30.110399,-97.418625,,1577,,
P4041 Hillcrest off 969,BCO,Bastrop County,"126 Hillcrest Dr, Elgin, TX 78621",30.233458,-97.470131,,1580,,
TX1027 FM 535 at Maha Creek,BCO,Bastrop County,"5484 FM535, Cedar Creek, TX, 78612",30.079931,-97.498329,,1582,,
TX1028 812 @ Old San Antonio,BCO,Bastrop County,"1891 FM812, Dale, TX 78616",30.049198,-97.545784,,1587,,
